node ID: 172.22.95.36:1669861593.943881, change type:join, log time: 2022-11-30 20:26:33, alive machine: 3 
node ID: 172.22.95.36:1670133882.8249803, change type:join, log time: 2022-12-04 00:04:42, alive machine: 3 
node ID: 172.22.157.37:1670133885.712422, change type:join, log time: 2022-12-04 00:04:45, alive machine: 4 
node ID: 172.22.159.37:1670133889.4545271, change type:join, log time: 2022-12-04 00:04:49, alive machine: 5 
node ID: 172.22.157.36:1670133876.9853947, change type:failed, log time: 2022-12-04 00:09:20, alive machine: 4 
node ID: 172.22.95.36:1670185820.680376, change type:join, log time: 2022-12-04 14:30:20, alive machine: 3 
node ID: 172.22.159.37:1670185836.1987255, change type:join, log time: 2022-12-04 14:30:36, alive machine: 4 
node ID: 172.22.157.37:1670185837.654974, change type:join, log time: 2022-12-04 14:30:37, alive machine: 5 
node ID: 172.22.95.37:1670185852.1049986, change type:join, log time: 2022-12-04 14:30:52, alive machine: 6 
node ID: 172.22.157.36:1670185782.0895844, change type:failed, log time: 2022-12-04 14:32:22, alive machine: 5 
node ID: 172.22.95.36:1670190034.8151455, change type:join, log time: 2022-12-04 15:40:34, alive machine: 3 
node ID: 172.22.157.37:1670190041.2738738, change type:join, log time: 2022-12-04 15:40:41, alive machine: 4 
node ID: 172.22.159.37:1670190158.9895825, change type:join, log time: 2022-12-04 15:42:38, alive machine: 5 
node ID: 172.22.157.36:1670190021.5636163, change type:failed, log time: 2022-12-04 15:44:23, alive machine: 4 
node ID: 172.22.157.36:1670197606.3423193, change type:failed, log time: 2022-12-04 17:48:50, alive machine: 1 
node ID: 172.22.157.36:1670199863.8703616, change type:failed, log time: 2022-12-04 18:25:15, alive machine: 1 
node ID: 172.22.159.36:1670199973.1556041, change type:failed, log time: 2022-12-04 18:28:38, alive machine: 1 
node ID: 172.22.157.36:1670200855.047262, change type:failed, log time: 2022-12-04 18:45:11, alive machine: 1 
